cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,compressive_strength,source_label
122.818,250.416,57.36,212.314,0.0,956.666,666.524,28,14.254,DETERMINISTIC_FALLBACK_NOT_UCI
517.948,0.0,0.0,228.887,0.0,876.56,907.299,7,33.199,DETERMINISTIC_FALLBACK_NOT_UCI
301.496,0.0,0.0,124.145,4.374,1038.721,830.293,100,28.456,DETERMINISTIC_FALLBACK_NOT_UCI
127.254,284.696,0.0,179.587,10.043,1055.921,735.881,14,11.657,DETERMINISTIC_FALLBACK_NOT_UCI
486.262,78.384,0.0,217.814,20.619,939.616,807.736,3,47.185,DETERMINISTIC_FALLBACK_NOT_UCI
525.677,0.0,0.0,205.354,22.85,899.242,606.638,90,56.779,DETERMINISTIC_FALLBACK_NOT_UCI
265.482,19.087,0.0,216.256,5.627,989.621,736.172,7,17.872,DETERMINISTIC_FALLBACK_NOT_UCI
144.541,32.097,115.197,226.343,7.095,1138.11,926.561,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
199.199,0.0,81.708,173.061,0.0,1080.71,908.442,7,5.991,DETERMINISTIC_FALLBACK_NOT_UCI
186.857,87.719,0.0,194.831,0.0,809.158,833.193,3,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
233.515,329.217,0.0,172.957,0.0,1046.095,947.784,56,32.114,DETERMINISTIC_FALLBACK_NOT_UCI
539.201,346.342,0.0,138.976,13.624,938.597,938.149,100,72.503,DETERMINISTIC_FALLBACK_NOT_UCI
106.758,0.0,0.0,142.818,28.055,880.806,632.809,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
137.674,0.0,0.0,155.73,0.0,943.604,944.935,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
189.996,0.0,0.0,234.181,12.193,949.573,793.313,1,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
305.475,0.0,0.0,232.131,4.476,1079.929,855.897,28,12.906,DETERMINISTIC_FALLBACK_NOT_UCI
266.253,45.804,159.675,145.95,11.92,805.157,866.871,180,42.578,DETERMINISTIC_FALLBACK_NOT_UCI
523.789,55.433,128.096,218.762,29.582,968.019,680.27,180,68.788,DETERMINISTIC_FALLBACK_NOT_UCI
138.348,90.045,0.0,244.388,0.0,995.784,937.19,7,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
508.645,0.0,0.0,203.291,0.0,869.702,881.301,90,48.26,DETERMINISTIC_FALLBACK_NOT_UCI
333.481,74.727,0.0,220.451,0.0,838.302,867.779,365,39.711,DETERMINISTIC_FALLBACK_NOT_UCI
483.124,268.68,196.133,188.855,23.509,1029.46,713.742,28,52.422,DETERMINISTIC_FALLBACK_NOT_UCI
440.433,0.0,94.171,210.68,4.538,836.145,701.742,14,31.529,DETERMINISTIC_FALLBACK_NOT_UCI
426.974,0.0,67.01,164.861,21.244,893.203,693.993,28,41.153,DETERMINISTIC_FALLBACK_NOT_UCI
465.852,233.348,0.0,184.01,20.331,973.042,946.499,56,53.728,DETERMINISTIC_FALLBACK_NOT_UCI
270.185,239.271,0.0,218.214,4.983,976.55,668.126,28,22.713,DETERMINISTIC_FALLBACK_NOT_UCI
197.019,0.0,0.0,161.021,0.0,967.765,709.639,100,9.099,DETERMINISTIC_FALLBACK_NOT_UCI
138.773,288.835,0.0,131.752,0.0,972.405,595.869,7,12.917,DETERMINISTIC_FALLBACK_NOT_UCI
390.791,0.0,191.402,210.291,0.0,936.232,774.091,14,34.622,DETERMINISTIC_FALLBACK_NOT_UCI
277.884,346.601,136.302,210.413,12.748,1084.493,852.531,28,28.235,DETERMINISTIC_FALLBACK_NOT_UCI
521.321,304.349,0.0,151.527,22.365,1062.998,670.623,28,65.456,DETERMINISTIC_FALLBACK_NOT_UCI
469.99,25.863,0.0,134.126,19.689,848.985,605.831,90,62.691,DETERMINISTIC_FALLBACK_NOT_UCI
242.26,251.966,54.113,167.933,17.864,890.372,669.316,7,33.387,DETERMINISTIC_FALLBACK_NOT_UCI
153.842,39.912,163.975,227.084,0.0,1022.721,976.211,7,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
271.462,0.0,0.0,157.398,17.621,818.493,702.611,7,14.653,DETERMINISTIC_FALLBACK_NOT_UCI
121.73,0.0,0.0,186.495,22.366,980.426,832.608,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
357.222,224.677,25.269,134.001,13.643,882.841,836.708,3,29.629,DETERMINISTIC_FALLBACK_NOT_UCI
204.65,0.0,0.0,166.031,0.0,1054.823,828.311,3,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
113.649,0.0,138.899,196.457,18.162,1086.676,651.618,3,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
287.154,0.0,0.0,174.15,0.0,820.734,638.503,28,22.383,DETERMINISTIC_FALLBACK_NOT_UCI
466.615,213.259,0.0,217.097,23.369,1116.832,986.305,7,41.585,DETERMINISTIC_FALLBACK_NOT_UCI
484.529,0.0,0.0,221.624,0.0,835.778,782.768,28,44.814,DETERMINISTIC_FALLBACK_NOT_UCI
138.715,0.0,0.0,212.072,29.451,951.9,925.389,90,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
370.949,254.739,0.0,210.621,8.254,987.247,964.007,7,43.571,DETERMINISTIC_FALLBACK_NOT_UCI
175.043,260.876,0.0,122.575,12.97,914.498,606.356,90,35.641,DETERMINISTIC_FALLBACK_NOT_UCI
382.2,250.106,106.683,135.66,13.422,986.38,851.499,3,41.396,DETERMINISTIC_FALLBACK_NOT_UCI
429.849,358.811,0.0,202.959,6.825,1137.479,855.154,90,52.756,DETERMINISTIC_FALLBACK_NOT_UCI
130.568,0.0,85.459,212.416,19.364,949.49,686.415,14,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
405.006,120.53,0.0,191.169,0.0,829.319,630.338,90,44.247,DETERMINISTIC_FALLBACK_NOT_UCI
147.573,54.721,0.0,205.472,24.643,802.447,893.048,7,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
234.928,0.0,173.568,192.194,10.758,1071.448,977.262,90,23.272,DETERMINISTIC_FALLBACK_NOT_UCI
209.463,0.0,0.0,160.852,0.0,839.97,817.752,7,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
376.443,0.0,0.0,206.422,11.183,1036.845,786.568,28,35.853,DETERMINISTIC_FALLBACK_NOT_UCI
141.249,94.119,135.262,168.253,22.661,1089.323,964.351,100,18.202,DETERMINISTIC_FALLBACK_NOT_UCI
344.622,0.0,0.0,214.295,0.0,966.54,703.757,56,23.508,DETERMINISTIC_FALLBACK_NOT_UCI
154.711,92.992,0.0,202.69,31.988,1087.124,734.696,7,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
432.198,175.216,67.86,169.405,11.255,1052.059,858.252,28,48.17,DETERMINISTIC_FALLBACK_NOT_UCI
449.835,211.209,0.0,242.441,0.0,1068.612,863.717,28,35.466,DETERMINISTIC_FALLBACK_NOT_UCI
527.255,79.557,0.0,138.678,29.168,932.899,718.776,7,61.462,DETERMINISTIC_FALLBACK_NOT_UCI
406.581,170.653,79.199,128.963,0.0,960.41,834.623,7,42.679,DETERMINISTIC_FALLBACK_NOT_UCI
471.943,257.524,177.676,244.971,0.0,1043.155,938.685,28,44.217,DETERMINISTIC_FALLBACK_NOT_UCI
171.833,194.964,110.949,195.844,0.0,1012.334,957.526,100,18.657,DETERMINISTIC_FALLBACK_NOT_UCI
217.126,31.482,0.0,181.883,0.0,912.79,799.583,28,10.075,DETERMINISTIC_FALLBACK_NOT_UCI
211.417,264.209,132.915,216.073,1.786,977.427,947.54,180,28.539,DETERMINISTIC_FALLBACK_NOT_UCI
265.288,97.55,0.0,209.135,10.871,933.035,777.677,28,18.284,DETERMINISTIC_FALLBACK_NOT_UCI
416.327,0.0,0.0,189.349,16.824,1120.683,803.977,365,52.59,DETERMINISTIC_FALLBACK_NOT_UCI
245.589,63.454,0.0,195.327,6.754,1021.511,693.846,3,11.765,DETERMINISTIC_FALLBACK_NOT_UCI
210.904,268.137,0.0,223.541,17.365,887.644,811.736,56,24.731,DETERMINISTIC_FALLBACK_NOT_UCI
486.43,0.0,181.915,154.233,0.0,1142.905,803.18,14,47.745,DETERMINISTIC_FALLBACK_NOT_UCI
272.315,0.0,0.0,221.495,20.654,1134.492,827.199,28,12.215,DETERMINISTIC_FALLBACK_NOT_UCI
467.21,33.751,0.0,163.031,0.0,989.394,840.632,28,40.296,DETERMINISTIC_FALLBACK_NOT_UCI
158.146,0.0,36.675,167.499,24.309,1130.269,857.681,180,6.723,DETERMINISTIC_FALLBACK_NOT_UCI
229.12,109.007,43.347,184.198,1.811,925.88,793.743,7,9.43,DETERMINISTIC_FALLBACK_NOT_UCI
164.807,302.525,0.0,245.882,15.079,950.89,904.729,7,7.022,DETERMINISTIC_FALLBACK_NOT_UCI
141.384,281.954,0.0,130.803,7.635,1061.307,918.967,3,17.961,DETERMINISTIC_FALLBACK_NOT_UCI
217.352,186.822,49.696,190.452,0.0,952.005,882.953,90,26.331,DETERMINISTIC_FALLBACK_NOT_UCI
102.213,0.0,0.0,149.28,6.987,918.51,871.907,100,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
510.228,173.636,39.289,170.604,31.125,1115.469,747.182,28,63.149,DETERMINISTIC_FALLBACK_NOT_UCI
370.081,66.254,185.328,234.746,0.0,995.402,755.328,28,34.246,DETERMINISTIC_FALLBACK_NOT_UCI
178.386,310.362,42.778,196.224,25.127,1096.541,652.026,1,10.934,DETERMINISTIC_FALLBACK_NOT_UCI
539.367,310.573,0.0,222.865,0.0,848.103,818.661,365,69.299,DETERMINISTIC_FALLBACK_NOT_UCI
379.212,0.0,92.5,142.593,20.856,896.428,770.2,1,38.565,DETERMINISTIC_FALLBACK_NOT_UCI
396.443,25.715,0.0,124.876,0.0,989.327,947.765,28,42.353,DETERMINISTIC_FALLBACK_NOT_UCI
439.314,19.439,0.0,150.046,0.0,1067.191,663.201,7,33.729,DETERMINISTIC_FALLBACK_NOT_UCI
269.095,78.345,157.951,139.803,29.002,1012.495,731.9,90,48.884,DETERMINISTIC_FALLBACK_NOT_UCI
381.668,71.146,0.0,192.263,30.804,1052.294,951.198,365,53.107,DETERMINISTIC_FALLBACK_NOT_UCI
210.781,0.0,32.111,191.121,0.0,911.675,881.917,28,6.992,DETERMINISTIC_FALLBACK_NOT_UCI
276.354,41.375,0.0,219.286,15.26,816.555,647.071,7,6.523,DETERMINISTIC_FALLBACK_NOT_UCI
208.854,249.404,0.0,133.809,0.0,968.537,923.46,28,27.559,DETERMINISTIC_FALLBACK_NOT_UCI
286.85,0.0,0.0,223.544,2.639,1142.136,637.977,90,17.247,DETERMINISTIC_FALLBACK_NOT_UCI
130.33,22.065,0.0,221.534,6.984,1066.552,722.766,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
112.75,0.0,0.0,127.729,0.0,1091.563,782.532,90,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
290.164,18.797,20.74,170.091,31.58,930.153,829.307,7,12.228,DETERMINISTIC_FALLBACK_NOT_UCI
296.94,111.948,0.0,218.885,0.0,864.571,919.363,14,21.411,DETERMINISTIC_FALLBACK_NOT_UCI
316.95,0.0,25.4,143.8,14.553,933.714,598.36,28,31.236,DETERMINISTIC_FALLBACK_NOT_UCI
142.641,159.793,0.0,165.83,0.0,980.804,992.688,28,8.104,DETERMINISTIC_FALLBACK_NOT_UCI
209.221,177.435,32.234,213.067,0.0,1002.542,595.565,7,3.155,DETERMINISTIC_FALLBACK_NOT_UCI
389.752,259.378,152.255,172.855,9.871,844.281,955.328,28,50.174,DETERMINISTIC_FALLBACK_NOT_UCI
340.43,0.0,0.0,171.975,7.044,953.618,969.306,28,31.126,DETERMINISTIC_FALLBACK_NOT_UCI
438.326,0.0,0.0,142.292,25.683,801.274,860.256,365,65.417,DETERMINISTIC_FALLBACK_NOT_UCI
247.069,298.418,88.558,245.937,9.489,878.568,956.837,365,42.552,DETERMINISTIC_FALLBACK_NOT_UCI
217.632,76.229,0.0,153.077,31.767,959.412,974.557,90,31.359,DETERMINISTIC_FALLBACK_NOT_UCI
416.176,169.571,0.0,235.757,0.0,846.887,934.904,28,36.467,DETERMINISTIC_FALLBACK_NOT_UCI
209.209,0.0,91.319,171.886,29.331,1055.616,956.499,7,8.194,DETERMINISTIC_FALLBACK_NOT_UCI
226.631,0.0,83.422,183.136,17.234,1006.478,625.064,365,29.053,DETERMINISTIC_FALLBACK_NOT_UCI
240.691,259.972,0.0,238.636,0.0,921.46,647.008,7,15.347,DETERMINISTIC_FALLBACK_NOT_UCI
166.106,219.062,0.0,245.903,28.214,948.565,958.716,90,17.606,DETERMINISTIC_FALLBACK_NOT_UCI
327.265,283.772,192.145,154.049,27.72,1110.41,983.827,28,49.314,DETERMINISTIC_FALLBACK_NOT_UCI
260.195,0.0,0.0,229.431,13.371,1141.431,620.35,7,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
113.829,266.132,0.0,137.913,18.295,1003.849,758.166,28,21.165,DETERMINISTIC_FALLBACK_NOT_UCI
446.028,149.215,83.78,225.888,31.463,1123.214,651.408,14,47.589,DETERMINISTIC_FALLBACK_NOT_UCI
418.716,57.232,0.0,200.351,25.827,915.195,786.086,7,32.915,DETERMINISTIC_FALLBACK_NOT_UCI
184.397,285.143,0.0,236.567,30.035,957.224,806.777,28,20.445,DETERMINISTIC_FALLBACK_NOT_UCI
197.709,18.125,0.0,243.571,23.83,1097.942,687.597,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
321.224,252.602,0.0,175.034,24.509,884.175,772.48,3,35.362,DETERMINISTIC_FALLBACK_NOT_UCI
408.065,255.879,156.251,198.162,0.0,1142.923,699.34,28,41.237,DETERMINISTIC_FALLBACK_NOT_UCI
266.881,0.0,79.609,135.866,20.58,973.348,767.908,3,21.196,DETERMINISTIC_FALLBACK_NOT_UCI
459.222,100.547,0.0,147.112,22.035,1071.442,805.775,3,47.424,DETERMINISTIC_FALLBACK_NOT_UCI
538.281,0.0,0.0,231.05,0.0,852.111,628.545,14,37.966,DETERMINISTIC_FALLBACK_NOT_UCI
371.095,177.46,0.0,153.338,20.113,995.274,798.753,56,44.596,DETERMINISTIC_FALLBACK_NOT_UCI
323.563,63.891,0.0,195.072,19.747,1011.709,703.192,28,23.79,DETERMINISTIC_FALLBACK_NOT_UCI
237.37,296.691,0.0,160.834,0.0,1034.191,829.019,7,30.319,DETERMINISTIC_FALLBACK_NOT_UCI
261.916,0.0,192.549,173.932,0.0,1018.348,650.724,28,14.938,DETERMINISTIC_FALLBACK_NOT_UCI
180.463,0.0,64.822,214.69,0.0,887.914,793.983,14,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
423.387,25.77,161.205,182.529,27.213,1143.845,843.475,7,36.217,DETERMINISTIC_FALLBACK_NOT_UCI
468.281,137.456,37.523,243.688,0.0,1040.327,631.065,28,40.436,DETERMINISTIC_FALLBACK_NOT_UCI
243.91,0.0,0.0,218.955,0.0,989.148,629.295,100,14.513,DETERMINISTIC_FALLBACK_NOT_UCI
267.543,0.0,23.143,138.471,2.572,965.87,973.583,28,24.055,DETERMINISTIC_FALLBACK_NOT_UCI
489.09,0.0,125.973,167.234,0.0,1010.64,753.381,28,45.529,DETERMINISTIC_FALLBACK_NOT_UCI
174.18,0.0,156.582,234.757,19.911,1001.086,970.59,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
179.333,0.0,0.0,207.418,15.484,1024.933,718.492,56,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
462.245,0.0,0.0,174.444,3.654,1054.02,977.188,14,33.652,DETERMINISTIC_FALLBACK_NOT_UCI
196.66,255.149,141.656,135.543,26.809,939.224,600.707,28,36.608,DETERMINISTIC_FALLBACK_NOT_UCI
289.799,0.0,124.042,224.409,14.625,878.583,930.074,28,19.996,DETERMINISTIC_FALLBACK_NOT_UCI
175.545,287.333,0.0,197.947,19.9,869.958,668.523,365,33.434,DETERMINISTIC_FALLBACK_NOT_UCI
463.785,70.997,0.0,147.433,28.811,945.383,785.992,56,60.617,DETERMINISTIC_FALLBACK_NOT_UCI
241.129,0.0,114.229,166.919,0.0,915.207,708.945,3,15.139,DETERMINISTIC_FALLBACK_NOT_UCI
406.975,82.518,65.888,191.82,27.938,954.321,745.51,90,54.557,DETERMINISTIC_FALLBACK_NOT_UCI
241.203,49.312,0.0,231.768,16.433,1007.202,856.874,7,12.204,DETERMINISTIC_FALLBACK_NOT_UCI
519.382,0.0,0.0,235.253,20.297,952.323,982.882,28,44.353,DETERMINISTIC_FALLBACK_NOT_UCI
259.785,217.826,0.0,246.426,0.0,1094.367,921.016,28,12.215,DETERMINISTIC_FALLBACK_NOT_UCI
160.945,23.253,137.802,208.093,0.0,1042.533,606.966,14,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
208.856,0.0,70.579,165.266,0.0,987.876,638.929,365,27.934,DETERMINISTIC_FALLBACK_NOT_UCI
104.824,135.312,64.049,191.577,0.0,1086.853,979.774,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
400.154,0.0,0.0,246.328,0.0,1107.35,808.764,28,26.789,DETERMINISTIC_FALLBACK_NOT_UCI
516.318,0.0,28.115,162.974,21.205,896.282,612.296,28,54.714,DETERMINISTIC_FALLBACK_NOT_UCI
304.907,55.12,75.89,182.571,5.086,842.553,926.897,28,30.081,DETERMINISTIC_FALLBACK_NOT_UCI
456.586,0.0,146.991,163.824,26.404,810.898,653.721,7,41.713,DETERMINISTIC_FALLBACK_NOT_UCI
278.158,0.0,37.822,124.338,15.818,979.842,648.505,100,38.76,DETERMINISTIC_FALLBACK_NOT_UCI
452.555,19.367,156.481,239.001,0.0,1064.701,792.153,56,51.115,DETERMINISTIC_FALLBACK_NOT_UCI
437.834,134.881,110.519,170.822,6.401,808.195,971.081,28,47.096,DETERMINISTIC_FALLBACK_NOT_UCI
274.726,0.0,0.0,194.367,0.0,938.445,862.608,56,18.813,DETERMINISTIC_FALLBACK_NOT_UCI
450.112,0.0,67.037,153.881,6.523,1069.173,878.466,7,38.424,DETERMINISTIC_FALLBACK_NOT_UCI
115.932,102.417,134.797,157.729,6.903,1127.875,604.208,28,17.609,DETERMINISTIC_FALLBACK_NOT_UCI
464.06,267.087,95.269,235.725,21.389,1111.242,821.751,56,58.932,DETERMINISTIC_FALLBACK_NOT_UCI
161.171,19.405,0.0,158.778,10.45,1028.834,986.137,14,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
399.358,73.083,0.0,200.65,0.0,961.695,738.102,1,24.991,DETERMINISTIC_FALLBACK_NOT_UCI
219.074,0.0,0.0,218.388,5.122,860.823,743.579,28,6.85,DETERMINISTIC_FALLBACK_NOT_UCI
249.841,0.0,31.777,215.789,18.785,963.276,773.65,3,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
456.898,0.0,0.0,180.27,0.0,1061.362,910.422,28,50.584,DETERMINISTIC_FALLBACK_NOT_UCI
233.542,182.731,0.0,172.523,15.469,962.873,885.448,100,23.797,DETERMINISTIC_FALLBACK_NOT_UCI
143.84,24.391,0.0,221.556,12.457,900.145,708.216,3,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
285.99,0.0,47.589,201.253,21.403,1108.562,635.588,7,21.86,DETERMINISTIC_FALLBACK_NOT_UCI
352.675,212.533,156.662,231.581,0.0,862.813,708.795,90,39.706,DETERMINISTIC_FALLBACK_NOT_UCI
104.534,0.0,0.0,171.259,0.0,1034.316,808.165,90,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
114.392,71.986,0.0,216.293,0.0,979.17,809.018,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
436.288,266.984,78.457,125.582,0.0,1144.902,796.632,90,50.436,DETERMINISTIC_FALLBACK_NOT_UCI
538.073,0.0,28.878,213.787,8.593,813.639,733.206,14,41.389,DETERMINISTIC_FALLBACK_NOT_UCI
493.927,260.629,115.906,212.097,7.835,851.213,937.28,3,20.073,DETERMINISTIC_FALLBACK_NOT_UCI
356.056,0.0,150.42,185.099,27.213,855.073,634.783,14,36.767,DETERMINISTIC_FALLBACK_NOT_UCI
535.543,0.0,45.524,158.378,26.2,919.409,739.939,7,52.316,DETERMINISTIC_FALLBACK_NOT_UCI
219.164,20.713,0.0,192.656,17.218,873.967,703.171,365,23.556,DETERMINISTIC_FALLBACK_NOT_UCI
505.684,75.18,29.1,244.789,26.791,1089.896,629.514,28,47.225,DETERMINISTIC_FALLBACK_NOT_UCI
255.2,0.0,141.577,246.014,19.74,945.534,703.358,14,5.362,DETERMINISTIC_FALLBACK_NOT_UCI
128.758,0.0,0.0,189.429,4.56,1102.321,865.022,1,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
418.586,179.69,141.992,218.348,31.336,821.493,888.622,56,58.907,DETERMINISTIC_FALLBACK_NOT_UCI
500.16,137.537,49.111,208.758,0.0,828.294,675.32,56,56.336,DETERMINISTIC_FALLBACK_NOT_UCI
194.96,0.0,0.0,175.842,0.0,1010.801,967.364,7,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
205.476,319.58,43.681,221.69,0.0,981.883,714.333,56,28.89,DETERMINISTIC_FALLBACK_NOT_UCI
109.383,0.0,0.0,202.338,5.053,997.306,729.466,90,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
368.978,0.0,153.886,130.525,27.32,849.678,705.146,28,45.272,DETERMINISTIC_FALLBACK_NOT_UCI
504.486,208.694,0.0,172.208,0.0,870.309,678.105,1,34.6,DETERMINISTIC_FALLBACK_NOT_UCI
478.645,173.303,71.883,155.461,0.0,1141.374,938.262,7,38.946,DETERMINISTIC_FALLBACK_NOT_UCI
449.041,17.853,0.0,203.873,0.0,899.099,795.088,28,39.223,DETERMINISTIC_FALLBACK_NOT_UCI
471.65,0.0,0.0,159.216,0.0,1018.937,852.063,7,36.405,DETERMINISTIC_FALLBACK_NOT_UCI
243.832,208.029,115.638,239.559,0.0,1069.007,908.2,56,25.935,DETERMINISTIC_FALLBACK_NOT_UCI
432.849,0.0,143.415,151.163,28.299,1106.052,608.875,3,37.089,DETERMINISTIC_FALLBACK_NOT_UCI
324.733,129.563,0.0,206.837,0.0,1046.891,914.701,28,27.702,DETERMINISTIC_FALLBACK_NOT_UCI
419.685,20.394,99.052,166.285,0.0,870.501,748.359,28,42.85,DETERMINISTIC_FALLBACK_NOT_UCI
496.597,260.121,0.0,208.494,0.0,823.713,659.422,56,51.581,DETERMINISTIC_FALLBACK_NOT_UCI
216.07,311.903,69.192,172.191,26.595,975.542,616.306,90,41.433,DETERMINISTIC_FALLBACK_NOT_UCI
200.256,315.678,41.011,205.475,0.0,838.596,696.791,14,10.538,DETERMINISTIC_FALLBACK_NOT_UCI
530.723,127.44,199.134,158.569,0.0,1050.118,830.557,28,56.402,DETERMINISTIC_FALLBACK_NOT_UCI
521.745,0.0,159.759,128.804,8.052,1010.393,614.055,28,53.887,DETERMINISTIC_FALLBACK_NOT_UCI
388.929,0.0,145.434,215.699,0.0,1090.542,700.725,56,39.419,DETERMINISTIC_FALLBACK_NOT_UCI
155.413,0.0,0.0,177.819,10.254,980.849,888.155,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
248.836,144.206,0.0,141.345,0.0,991.949,897.171,7,9.64,DETERMINISTIC_FALLBACK_NOT_UCI
175.997,298.984,0.0,151.33,0.0,947.061,680.348,7,19.232,DETERMINISTIC_FALLBACK_NOT_UCI
142.69,141.883,0.0,230.087,10.388,1106.559,658.809,3,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
430.894,249.611,111.853,198.08,13.334,805.898,610.16,7,44.577,DETERMINISTIC_FALLBACK_NOT_UCI
392.062,253.607,195.281,229.004,9.463,1047.445,616.731,90,47.418,DETERMINISTIC_FALLBACK_NOT_UCI
382.348,0.0,66.979,246.572,24.945,977.887,779.867,28,31.267,DETERMINISTIC_FALLBACK_NOT_UCI
512.594,136.308,0.0,132.155,27.97,1029.339,989.638,365,72.91,DETERMINISTIC_FALLBACK_NOT_UCI
302.672,53.012,132.778,146.975,0.0,851.767,877.124,28,28.927,DETERMINISTIC_FALLBACK_NOT_UCI
362.827,0.0,83.111,231.404,23.452,889.573,831.348,365,52.527,DETERMINISTIC_FALLBACK_NOT_UCI
145.464,201.328,132.791,156.781,10.685,990.583,916.906,3,2.546,DETERMINISTIC_FALLBACK_NOT_UCI
517.832,71.318,0.0,203.091,16.347,984.574,826.416,1,32.933,DETERMINISTIC_FALLBACK_NOT_UCI
158.527,0.0,123.597,210.265,21.362,1029.085,935.048,14,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
392.831,0.0,0.0,192.002,0.0,938.191,909.839,7,28.083,DETERMINISTIC_FALLBACK_NOT_UCI
348.168,0.0,0.0,179.278,0.0,855.55,919.661,365,33.478,DETERMINISTIC_FALLBACK_NOT_UCI
514.948,170.588,95.12,178.186,23.238,1010.173,883.442,28,58.284,DETERMINISTIC_FALLBACK_NOT_UCI
187.177,70.056,0.0,159.83,1.84,1001.348,939.186,100,17.603,DETERMINISTIC_FALLBACK_NOT_UCI
452.023,213.668,107.404,230.821,21.533,1053.368,848.919,28,54.621,DETERMINISTIC_FALLBACK_NOT_UCI
418.124,0.0,0.0,123.81,0.0,1115.661,648.649,90,41.318,DETERMINISTIC_FALLBACK_NOT_UCI
509.961,131.831,0.0,156.07,0.0,1070.318,657.709,365,65.677,DETERMINISTIC_FALLBACK_NOT_UCI
337.603,81.67,54.979,170.172,13.887,1127.565,959.195,180,48.254,DETERMINISTIC_FALLBACK_NOT_UCI
413.648,334.388,49.966,150.808,29.373,1044.364,918.1,7,40.942,DETERMINISTIC_FALLBACK_NOT_UCI
399.498,348.412,0.0,191.49,13.201,999.887,821.758,14,43.924,DETERMINISTIC_FALLBACK_NOT_UCI
190.883,0.0,0.0,237.264,8.907,1114.039,806.811,1,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
441.25,0.0,0.0,138.968,20.872,830.314,826.867,28,47.915,DETERMINISTIC_FALLBACK_NOT_UCI
533.845,0.0,0.0,178.018,2.954,1082.936,901.913,28,56.768,DETERMINISTIC_FALLBACK_NOT_UCI
162.236,144.255,140.267,233.521,29.009,1101.453,634.677,14,16.098,DETERMINISTIC_FALLBACK_NOT_UCI
227.859,0.0,0.0,139.551,31.957,1132.372,874.492,28,23.826,DETERMINISTIC_FALLBACK_NOT_UCI
407.231,85.95,157.697,160.754,0.0,952.573,845.517,14,40.667,DETERMINISTIC_FALLBACK_NOT_UCI
460.76,344.701,0.0,170.751,0.0,930.691,680.299,28,46.601,DETERMINISTIC_FALLBACK_NOT_UCI
431.453,19.018,0.0,220.778,0.0,960.418,647.854,28,37.64,DETERMINISTIC_FALLBACK_NOT_UCI
203.382,289.283,0.0,224.431,29.296,1138.51,752.599,3,4.7,DETERMINISTIC_FALLBACK_NOT_UCI
375.109,0.0,196.25,197.546,8.503,951.342,607.139,1,19.65,DETERMINISTIC_FALLBACK_NOT_UCI
184.777,0.0,0.0,136.841,27.356,1079.928,708.501,28,10.576,DETERMINISTIC_FALLBACK_NOT_UCI
196.504,162.646,170.445,160.235,0.0,1119.541,900.955,7,20.541,DETERMINISTIC_FALLBACK_NOT_UCI
131.72,0.0,64.468,197.572,28.974,1070.151,661.876,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
303.014,104.561,48.36,181.376,6.643,845.076,868.442,56,35.236,DETERMINISTIC_FALLBACK_NOT_UCI
312.224,186.238,55.495,205.477,15.493,984.115,935.935,28,28.667,DETERMINISTIC_FALLBACK_NOT_UCI
419.264,44.165,83.792,240.174,0.0,978.945,875.148,56,40.912,DETERMINISTIC_FALLBACK_NOT_UCI
